"KO-DMSO_Rep1"	"KO-DMSO_Rep2"	"KO-E20_Rep1"	"KO-E20_Rep2"	"WT-DMSO_Rep1"	"WT-DMSO_Rep2"	"WT-E20_Rep1"	"WT-E20_Rep2"
"ENSG00000271811.1"	0	0	0	0	0	0	0	0
"ENSG00000271814.1"	0	0	0	0	0	0	0	0
"ENSG00000271816.1"	0	0	5.206	3.707	0	4.573	20.694	20.184
"ENSG00000271817.2"	0	0	0	0	0	0	0	0
"ENSG00000271818.1"	0	0	0	0	0	0	0	0
"ENSG00000271819.1"	0	0	0	0	0	0	0	0
"ENSG00000271820.1"	0	0	0	0	0	0	0	0
"ENSG00000271821.1"	0	0	1	0	0	0	0	0
"ENSG00000271824.2"	0	0	0	0	0	0	0	0
"ENSG00000271825.1"	0	0	0	0	0	0	1	0
"ENSG00000271826.5"	6	4	4	5	3	3	5	2
"ENSG00000271828.1"	0	0	0	0	0	0	0	0
"ENSG00000271830.1"	0	0	0	0	0	0	0	0
"ENSG00000271833.1"	1	0	0	0	1	1	3	7
"ENSG00000271841.1"	0	0	0	0	0	0	0	0
"ENSG00000271843.1"	0	0	0	1	0	0	0	0
"ENSG00000271848.2"	0	0	0	0	0	0	0	0
"ENSG00000271849.1"	1	0	1	0	2	1	3	0
"ENSG00000271850.2"	0	0	0	0	0	0	0	0
"ENSG00000271851.1"	0	2	1	2	1	2	3	3
"ENSG00000271852.1"	0	0	0	0	0	0	0	0
"ENSG00000271853.5"	28.631	29.467	14.832	18.877	37.074	11.712	24.423	24.288
"ENSG00000271855.1"	22	9	14	19	27	14	30	30
"ENSG00000271856.1"	0	0	0	0	0	0	0	0
"ENSG00000271857.1"	1	1	1	1	1	1	2	1
"ENSG00000271858.5"	26.846	21.343	10	12	54.873	26.94	29.26	34
"ENSG00000271860.9"	0	0	0	0	0	0	1	1
"ENSG00000271862.1"	0	0	0	1	0	0	0	2
"ENSG00000271868.1"	1	1	0	2	0	1	2	1
"ENSG00000271869.2"	29	27	36	43.309	37	21	83	76
"ENSG00000271871.1"	7	5	5	2	2	3	0	9
"ENSG00000271874.1"	0	1	0	0	0	2	1	3
"ENSG00000271880.1"	0	0	0	1.076	0	0	2.1	2.149
"ENSG00000271882.1"	0	0	0	0	0	0	0	0
"ENSG00000271886.1"	0	0	0	0	0	0	0	0
"ENSG00000271888.1"	13	26	4	11	15	6	10	13
"ENSG00000271889.1"	1	1	1	0	1	0	0	4
"ENSG00000271890.1"	0	0	0	0	0	0	0	0
"ENSG00000271892.1"	0	0	0	0	0	0	0	0
"ENSG00000271893.1"	0	0	0	0	0	0	0	0
"ENSG00000271894.1"	0	0	0	0	1.917	2.88	0	0
"ENSG00000271897.1"	0	0	0	0	0	0	0	0
"ENSG00000271898.1"	0	0	0	0	0	0	0	0
"ENSG00000271899.1"	0	0	0	0	0	0	0	0
"ENSG00000271900.1"	0	0	0	0	0	0	0	0
"ENSG00000271901.2"	0	0	0	0	0	0	0	0
"ENSG00000271904.1"	0	0	0	0	0	0	0	0
"ENSG00000271907.1"	0	0	0	0	0	0	0	0
"ENSG00000271911.1"	0	0	1	0	0	0	0	0
"ENSG00000271913.9"	2.009	0	0	4.214	1	1.325	11	19.642
"ENSG00000271914.1"	0	0	0	0	0	0	0	0
"ENSG00000271916.1"	0	0	0	0	0	0	0	0
"ENSG00000271917.1"	0	0	0	0	0	0	0	0
"ENSG00000271918.2"	68	51	45	51	64	33	76	64
"ENSG00000271919.1"	0	0	0	0	0	0	0	0
"ENSG00000271922.1"	0	0	0	0	0	0	0	0
"ENSG00000271923.1"	0	0	0	0	0	0	0	0
"ENSG00000271924.1"	0	0	0	0	0	0	0	0
"ENSG00000271926.1"	0	0	0	0	0	0	0	0
"ENSG00000271930.1"	1	0	0	0	1	1	1	1
"ENSG00000271931.1"	0	0	0	0	3	0	0	2
"ENSG00000271932.1"	0	0	0	0	0	0	0	0
"ENSG00000271933.1"	4.586	5	4	6.597	2.132	3	4.892	2.85
"ENSG00000271934.2"	0	0	0	0	0	0	0	0
"ENSG00000271936.1"	62	59	57	53	127	83	128	154
"ENSG00000271937.1"	2.05	1.053	0	1.037	1.035	1.02	1.052	1.02
"ENSG00000271938.1"	0	0	0	0	0	0	0	0
"ENSG00000271943.4"	11.072	7.052	5.015	4.027	19.067	2.005	22.137	18.123
"ENSG00000271945.3"	0	0	0	0	0	0	0	0
"ENSG00000271947.1"	0	0	0	0	0	0	0	0
"ENSG00000271949.1"	0	0	0	0	0	0	0	0
"ENSG00000271952.3"	0	0	0	0	0	0	0	0
"ENSG00000271955.2"	0	0	0	0	0	0	0	0
"ENSG00000271958.1"	0	0	0	0	0	0	0	0
"ENSG00000271959.1"	2	0	0	2	1	0	2	1
"ENSG00000271963.1"	0	0	0	0	0	0	0	0
"ENSG00000271964.1"	0	1	0	0	1	0	0	0
"ENSG00000271966.1"	5	1	1	0	0	0	2	0
"ENSG00000271967.1"	0	0	0	0	0	0	0	0
"ENSG00000271968.3"	0	0	0	0	0	0	0	0
"ENSG00000271969.1"	0	0	0	0	0	0	0	0
"ENSG00000271971.1"	0	0	1	1	0	0	2	2
"ENSG00000271973.1"	1	2	2	0	0	0	0	1
"ENSG00000271974.1"	0	0	0	0	0	0	0	0
"ENSG00000271976.1"	6	6	6	10	19	6	29	36
"ENSG00000271977.1"	0	0	0	0	0	0	0	0
"ENSG00000271978.2"	1	1	0	1	3	1	0	3
"ENSG00000271980.1"	0	2.341	0	0	1.078	1.088	2.273	2.269
"ENSG00000271981.1"	0	0	0	0	0	0	0	0
"ENSG00000271982.1"	0	0	0	0	0	0	0	0
"ENSG00000271983.1"	3	0	0	0	1	1	0	0
"ENSG00000271984.1"	1.752	0	0	0	0	0	0	0
"ENSG00000271985.1"	0	0	0	0	0	0	0	0
"ENSG00000271986.2"	0	0	0	0	0	0	0	0
"ENSG00000271989.1"	3.75	0	2.039	1.149	4.462	0	8.538	7.625
"ENSG00000271991.3"	1	0	2	4	3	0	1	7
"ENSG00000271992.1"	0	1	4	1	1	1	4	4
"ENSG00000271993.1"	0	0	0	1	0	0	2	3
"ENSG00000271996.1"	0	0	0	0	0	0	0	0
"ENSG00000271998.1"	0	0	0	1	1	0	2	1
"ENSG00000272002.1"	0	0	0	0	0	0	0	0
"ENSG00000272004.1"	0	2.753	0	1.407	1.156	1.321	8.306	6.582
"ENSG00000272006.1"	0	0	0	0	0	0	0	0
"ENSG00000272008.1"	1	0	0	0	1	0	6.364	2.78
"ENSG00000272009.1"	15.374	5.114	13.337	18.855	19.855	9.712	18.337	19.894
"ENSG00000272010.1"	0	0	1	1	1	0	1	0
"ENSG00000272015.1"	0	0	0	0	0	0	0	0
"ENSG00000272020.1"	0	0	0	0	0	0	0	0
"ENSG00000272021.1"	0	0	0	0	0	0	0	1
"ENSG00000272023.1"	0	1	0	0	1	0	0	0
"ENSG00000272024.1"	0	0	0	0	0	0	0	0
"ENSG00000272025.1"	0	0	0	0	0	0	0	0
"ENSG00000272027.2"	0	0	0	0	0	0	0	0
"ENSG00000272028.1"	0	0	0	0	0	0	0	0
"ENSG00000272030.1"	12.356	15.668	3.029	4.202	7.175	2	14.873	12.078
"ENSG00000272031.3"	116	91	65	46	455	216	222	319
"ENSG00000272033.1"	0	0	0	0	0	0	0	0
"ENSG00000272034.1"	0	0	0	0	0	0	0	0
"ENSG00000272036.1"	0	0	0	0	0	0	0	0
"ENSG00000272037.1"	1	0	0	1	2	0	1	0
"ENSG00000272040.1"	1	0	0	1	1	0	2	0
"ENSG00000272043.2"	0	0	0	0	0	0	0	0
"ENSG00000272046.1"	0	0	1	1	0	3	1	3
"ENSG00000272047.4"	195.999	169	213	272	198.999	94	427	408
"ENSG00000272049.1"	0	0	1	0	0	2	0	3
"ENSG00000272050.1"	12	14	4	8	10	6	16	6
"ENSG00000272051.1"	0	0	0	0	0	0	0	0
"ENSG00000272054.1"	1	0	0	1.006	2	0	4	5
"ENSG00000272056.1"	0	2.08	0	0	0	2.077	0	0
"ENSG00000272057.1"	4	2	2	2	2	2	4	4
"ENSG00000272068.1"	485	412.058	547	596	294.001	138	675	809
"ENSG00000272070.3"	1	2	8	15	1	3	8	5
"ENSG00000272071.1"	0	1	0	0	1	0	2	0
"ENSG00000272072.1"	0	0	0	0	0	0	1	0
"ENSG00000272075.2"	0	0	0	0	0	0	0	0
"ENSG00000272076.1"	0	0	0	0	0	0	0	0
"ENSG00000272077.1"	1	0	0	5	9	1	9	9
"ENSG00000272078.1"	15.962	13.542	4.173	17.454	19.153	18.711	20.52	44.938
"ENSG00000272079.2"	25	25	52	47	66.072	18	135	194
"ENSG00000272080.1"	0	0	0	0	0	0	0	0
"ENSG00000272081.1"	2	1	0	2	4	0	3	0
"ENSG00000272084.1"	6.254	3.074	6.242	6.152	22.635	16.509	11.495	15.575
"ENSG00000272085.1"	0	0	0	0	0	0	0	0
"ENSG00000272086.2"	106.382	106.826	84.178	109.773	224.874	88.832	183.195	194.501
"ENSG00000272087.1"	0	0	0	0	0	0	0	0
"ENSG00000272088.1"	2	3	2	1	0	0	1	6
"ENSG00000272092.1"	11	12	6	2	12	7	7	5
"ENSG00000272094.1"	0	0	0	0	1	0	0	0
"ENSG00000272096.2"	0	0	0	0	0	0	0	0
"ENSG00000272097.2"	7	3	5	3	3	0	9	2
"ENSG00000272100.1"	4.421	1.132	1.165	1.096	4.308	3.589	2.147	4.605
"ENSG00000272103.2"	0	0	0	0	0	0	1	1
"ENSG00000272104.1"	0	0	3.757	0	0	0	0	0
"ENSG00000272106.1"	247.617	217.088	173.014	169.174	317.804	171.153	260.928	304.565
"ENSG00000272108.1"	0	0	0	2	1	0	0	0
"ENSG00000272109.2"	0	0	0	0	0	0	0	1
"ENSG00000272112.1"	0	0	0	0	0	0	0	0
"ENSG00000272113.2"	0	0	0	0	0	0	0	0
"ENSG00000272114.1"	0	0	0	0	0	0	0	0
"ENSG00000272115.1"	16	21	7	5	39	24	14	24
"ENSG00000272121.1"	15	8	5	1	37	29	38	31
"ENSG00000272123.1"	0	0	0	0	0	0	0	0
"ENSG00000272128.1"	0	0	0	0	1	0	0	1
"ENSG00000272129.1"	1	0	1	2	4	2	10	10
"ENSG00000272130.1"	0	0	0	0	0	0	0	0
"ENSG00000272134.1"	0	0	0	0	0	0	0	0
"ENSG00000272137.1"	0	1	1	0	0	0	1	0
"ENSG00000272138.3"	0	0	1	1	0	0	2	1
"ENSG00000272139.1"	0	0	0	0	0	0	0	0
"ENSG00000272140.2"	0	1	1.374	1.387	2	2.918	1.554	1
"ENSG00000272141.1"	0	0	1	0	0	0	0	0
"ENSG00000272142.4"	10	11	9	9	31.999	24.999	43.001	47.001
"ENSG00000272143.2"	0	0	0	0	0	0	0	0
"ENSG00000272144.1"	0	0	0	0	2	2	1	2
"ENSG00000272145.2"	12.184	7.712	11.811	24.073	25.262	5.299	19.473	24.489
"ENSG00000272146.6"	0	9.962	17	15.207	11.013	7	31	53.26
"ENSG00000272148.1"	2	0	0	1	1	0	3	3
"ENSG00000272149.1"	0	0	0	0	0	0	0	0
"ENSG00000272150.6"	0	0	0	0	0	0	0	0
"ENSG00000272153.1"	24.22	39.831	33	29.34	34.509	21.19	45.047	49.256
"ENSG00000272154.5"	0	0	0	2	0	0	0	0
"ENSG00000272155.1"	0	0	0	0	0	0	0	0
"ENSG00000272156.1"	0	1	2	2	2	0	4	6
"ENSG00000272157.2"	0	0	0	0	1	2	2	1
"ENSG00000272158.1"	0	0	0	0	1	0	0	0
"ENSG00000272159.1"	0	0	0	0	2	0	0	0
"ENSG00000272160.1"	0	0	0	0	0	0	0	0
"ENSG00000272161.1"	4	2	2	5	6	2	6	5
"ENSG00000272162.1"	0	0	0	0	0	0	0	0
"ENSG00000272163.2"	0	0	0	0	0	0	0	0
"ENSG00000272164.1"	0	0	0	0	0	0	0	0
"ENSG00000272166.1"	0	0	0	0	0	0	0	0
"ENSG00000272167.2"	0	0	0	0	0	0	0	0
"ENSG00000272168.10"	0	1	1	2	0	0	0	3
"ENSG00000272170.1"	0	0	0	0	2.037	0	1.02	2
"ENSG00000272172.1"	4	7	1	0	3	0	2	1
"ENSG00000272173.2"	48.703	36.816	19.534	29.765	45.097	25.933	26.605	56.38
"ENSG00000272175.1"	0	0	0	0	0	0	0	0
"ENSG00000272180.1"	10	19	7	16	0	0	1	0
"ENSG00000272181.1"	0	0	0	0	0	0	0	0
"ENSG00000272182.1"	0	0	0	0	0	0	1.023	0
"ENSG00000272183.1"	36	23	18	31	28	15	21	31
"ENSG00000272186.1"	0	1	2	1	5	1	1	2
"ENSG00000272189.1"	7.31	11	13	18	19	10	48	46
"ENSG00000272192.2"	1	1	0	0	0	2	3	2
"ENSG00000272195.1"	9.766	10.93	19.824	13.304	12.005	5.781	16.451	25.939
"ENSG00000272197.2"	0	0	0	0	0	0	0	0
"ENSG00000272202.1"	4	0	3	1	12	1	3	3
"ENSG00000272203.1"	0	0	0	0	0	0	0	0
"ENSG00000272205.2"	14	17	11	11	37	16	13	21
"ENSG00000272209.1"	0	0	0	0	0	0	0	0
"ENSG00000272211.1"	0	0	0	0	0	0	0	0
"ENSG00000272215.1"	0	0	0	0	0	0	0	0
"ENSG00000272217.1"	1	2	0	0	0	0	0	1
"ENSG00000272218.1"	0	0	0	0	0	0	0	0
"ENSG00000272219.1"	2	2	2	11	12	4	10	6
"ENSG00000272220.1"	0	0	0	0	0	0	0	0
"ENSG00000272221.1"	34.871	24	27	29	23.583	24	48.585	57.725
"ENSG00000272223.1"	0	0	3	1	1.016	0	1.042	3.064
"ENSG00000272226.1"	0	0	0	1	0	0	2	2
"ENSG00000272230.1"	0	0	0	0	0	0	0	0
"ENSG00000272232.2"	0	0	0	0	0	0	0	0
"ENSG00000272234.1"	0	0	0	0	0	0	0	0
"ENSG00000272235.1"	0	0	0	0	0	2	0	1
"ENSG00000272236.1"	0	0	1	0	1	0	0	1
"ENSG00000272237.1"	0	0	0	0	0	0	0	0
"ENSG00000272239.1"	0	0	0	0	0	0	0	0
"ENSG00000272240.1"	0	0	0	0	0	2	5	5
"ENSG00000272243.6"	0	0	0	0	1	0	0	1
"ENSG00000272247.1"	0	1	0	0	4	1	0	0
"ENSG00000272248.1"	1	2	1	1	2	0	0	0
"ENSG00000272249.1"	0	0	0	0	0	0	0	0
"ENSG00000272253.1"	0	0	0	0	0	0	0	0
"ENSG00000272254.1"	0	0	0	0	0	0	0	0
"ENSG00000272255.1"	0	2	0	0	1	0	0	0
"ENSG00000272256.1"	1.066	3.083	1.043	1.05	0	0	1.061	2.205
"ENSG00000272259.5"	1	0	0	0	0	0	0	0
"ENSG00000272262.1"	0	0	0	0	0	0	0	0
"ENSG00000272263.1"	2	1	2	0	5	1	1	3
"ENSG00000272264.1"	0	1	2	4	5	3	17	18
"ENSG00000272265.1"	0	0	0	0	0	0	0	0
"ENSG00000272267.2"	5.387	5.382	4.123	5.229	9.129	1	1.296	7.073
"ENSG00000272269.2"	62.342	41.641	45.985	45.335	184.94	83.578	170.491	168.79
"ENSG00000272273.3"	2.336	1.224	5.085	8.888	13.888	2.427	11.72	26.187
"ENSG00000272274.4"	0	0	1	3	1	1	1	1
"ENSG00000272275.1"	2	0	2	1	2	3	5	8
"ENSG00000272277.1"	26	21	4	11	35.666	22	36	29.161
"ENSG00000272279.1"	1	2	1	2	4	0	1	5
"ENSG00000272281.7"	0	0	0	0	0	0	0	0
"ENSG00000272282.1"	1	1	0	0	2	1	0	0
"ENSG00000272288.8"	22.636	26.835	19.591	21.214	20.417	15.173	38.406	38.474
"ENSG00000272293.1"	0	0	0	0	0	0	0	0
"ENSG00000272296.1"	0	0	0	0	0	0	0	0
"ENSG00000272297.2"	0	3.524	0	3.77	0	0	0	0
"ENSG00000272298.1"	0	0	0	0	2	0	0	0
"ENSG00000272304.1"	0	0	0	0	0	0	0	0
"ENSG00000272305.5"	1.118	1.155	2.097	0	1.26	0	0	1
"ENSG00000272311.1"	0	0	0	0	0	0	0	0
"ENSG00000272312.1"	0	0	0	0	0	0	0	0
"ENSG00000272316.1"	0	0	4	4.634	8.707	1.07	9.91	7.659
"ENSG00000272319.2"	0	0	0	0	0	0	0	0
"ENSG00000272320.1"	0	0	0	0	0	0	0	0
"ENSG00000272321.1"	0	0	0	0	0	0	0	0
"ENSG00000272323.1"	46	35	23	26	17	13	47	43
"ENSG00000272324.5"	0	0	0	0	1	0	0	0
"ENSG00000272325.2"	335.761	326.387	421.426	536.117	983.1	538.677	1405.049	1454.562
"ENSG00000272328.1"	0	0	0	0	0	0	0	0
"ENSG00000272329.1"	0	1	3.849	5	8.513	0	5.706	4.313
"ENSG00000272330.1"	0	0	0	0	0	0	0	0
"ENSG00000272333.8"	3150.994	2428	3337.221	3393.942	5320.642	2387.476	4425.497	6296.254
"ENSG00000272334.1"	0	0	1	0	0	0	0	0
"ENSG00000272335.1"	2	3	14	34	14	13	58	28
"ENSG00000272337.1"	0	0	0	0	0	0	0	0
"ENSG00000272338.2"	0	1	1	2	4	1	11	6
"ENSG00000272341.1"	0	1	3	6	3	3	15	15
"ENSG00000272342.1"	13	24	4	6	1	2	2	2
"ENSG00000272343.1"	0	0	0	0	0	0	0	0
"ENSG00000272344.1"	0	0	0	0	0	0	0	0
"ENSG00000272345.1"	0	0	1.203	1.339	1.218	0	1.117	7.51
"ENSG00000272346.2"	0	0	0	0	0	0	0	0
"ENSG00000272347.1"	65	49	45	64	46	38	32	23
"ENSG00000272356.1"	1	1.097	1	6.504	10	2	11.421	22
"ENSG00000272359.1"	0	0	0	0	0	0	0	0
"ENSG00000272360.2"	2	3	3	0	3	0	1	0
"ENSG00000272361.2"	0	0	1	0	0	0	0	0
"ENSG00000272362.1"	0	0	0	0	0	0	0	0
"ENSG00000272366.1"	0	1	0	1	0	0	0	0
"ENSG00000272368.2"	4.015	4.087	5.142	2.042	11.099	3.774	7.099	4.015
"ENSG00000272369.1"	0	0	0	0	0	1	1	2
"ENSG00000272371.1"	0	0	0	0	1	0	0	0
"ENSG00000272372.1"	0	1	1	2	1	1	0	2
"ENSG00000272374.1"	11	10	19	37	19	24	23	31
"ENSG00000272375.1"	0	0	0	0	0	0	0	0
"ENSG00000272379.1"	0	0	2	1.793	2.929	0	2.513	0
"ENSG00000272380.1"	0	0	0	0	0	0	0	0
"ENSG00000272381.2"	0	0	0	0	0	0	0	0
"ENSG00000272382.1"	3	0	1	1	6	0	8	6
"ENSG00000272383.1"	0	0	0	0	0	0	0	0
"ENSG00000272384.2"	6	0	1	3	13	4	5	5
"ENSG00000272386.1"	0	0	0	0	0	0	0	0
"ENSG00000272387.2"	0	0	0	0	0	0	0	0
"ENSG00000272391.6"	4406.643	3744.484	4201.3	4444.76	9595.559	5124.557	9137.394	12655.057
"ENSG00000272393.1"	0	0	0	0	0	0	0	0
"ENSG00000272395.8"	0	0	0	0	0	0	0	0
"ENSG00000272396.1"	0	0	0	0	0	0	0	0
"ENSG00000272397.1"	0	0	0	0	0	0	0	0
"ENSG00000272398.6"	1080	827.999	841	1339	1017.009	599.001	1946	1842
"ENSG00000272400.1"	0	0	0	0	0	0	0	0
"ENSG00000272402.1"	0	0	0	2	0	0	1	0
"ENSG00000272405.1"	2610	2066.239	1742.014	1741.72	1958.5	1065.998	3138.996	4263.93
"ENSG00000272406.1"	0	0	0	0	0	0	0	0
"ENSG00000272407.1"	0	0	0	0	0	0	0	0
"ENSG00000272410.5"	82.217	106.107	100.62	39.365	181.249	127.08	135.206	202.501
"ENSG00000272411.1"	0	0	0	0	0	0	1	0
"ENSG00000272412.2"	0	0	0	0	0	0	0	0
"ENSG00000272414.6"	1.668	0	0	2.292	0	0	6.294	6.211
"ENSG00000272416.1"	0	0	0	0	0	0	0	0
"ENSG00000272417.1"	0	0	0	0	2	0	1	3
"ENSG00000272418.1"	0	0	0	0	0	0	0	0
"ENSG00000272419.7"	0	0	0	0	2.126	0	0	0
"ENSG00000272420.1"	1	1	2	2	0	1	1	1
"ENSG00000272425.1"	0	0	0	0	0	0	0	3
"ENSG00000272426.1"	1	0	1	0	2	0	2	0
"ENSG00000272428.1"	0	0	0	0	0	0	0	0
"ENSG00000272430.1"	4.02	0	2.017	1.001	0	2.005	2.006	1.002
"ENSG00000272431.1"	0	0	0	0	0	0	0	0
"ENSG00000272432.1"	2	0	0	1	5	2	2	3
"ENSG00000272434.1"	7.777	10.977	5.993	0	3.284	0	6.225	8.02
"ENSG00000272435.1"	0	0	0	0	0	0	0	0
"ENSG00000272436.1"	0	0	0	0	0	0	0	0
"ENSG00000272438.1"	3	1	8	5	16	4	30.928	50
"ENSG00000272439.1"	0	0	0	0	0	0	0	0
"ENSG00000272442.2"	1.001	1.003	0	2.02	2.832	2.004	6.064	4.638
"ENSG00000272443.1"	0	0	0	0	0	0	0	0
"ENSG00000272444.1"	6	6	4	2	7	4	3	3
"ENSG00000272445.1"	0	0	0	0	0	0	0	0
"ENSG00000272446.5"	0	0	0	0	0	0	0	0
"ENSG00000272447.1"	67.685	54.62	77.718	82.121	93.646	55.797	133.227	131.749
"ENSG00000272449.3"	93	93	44	52	51	19	20	37
"ENSG00000272455.1"	144.523	134.348	125.129	130.562	235.382	105.676	180.506	248.275
"ENSG00000272456.1"	0	0	0	0	0	0	1	0
"ENSG00000272457.1"	2	0	0	1	2	4	1	1
"ENSG00000272458.1"	0	0	0	0	0	0	0	0
"ENSG00000272459.1"	1	0	3	0	1	0	2	1
"ENSG00000272460.1"	0	0	0	0	0	0	0	0
"ENSG00000272461.1"	0	0	0	0	0	0	0	0
"ENSG00000272462.4"	46	48	62	55	88	38	86.001	90
"ENSG00000272463.2"	0	0	0	0	0	0	1	0
"ENSG00000272465.1"	0	0	0	0	0	0	0	1
"ENSG00000272468.1"	2	2	2	5	7	5	4	14
"ENSG00000272469.2"	0	0	0	0	0	0	0	0
"ENSG00000272472.1"	0	0	0	0	0	0	0	0
"ENSG00000272473.2"	160	161	142	161	187	99	203	281.276
"ENSG00000272474.1"	0	0	0	0	0	0	0	0
"ENSG00000272476.1"	25.968	13.636	4.492	8.494	25.618	14.971	26.739	35.032
"ENSG00000272477.1"	0	0	0	0	0	0	0	0
"ENSG00000272478.1"	0	0	0	0	0	0	0	0
"ENSG00000272479.1"	0	0	0	0	0	0	0	0
"ENSG00000272480.1"	0	0	0	0	0	0	0	0
"ENSG00000272482.2"	7	4	8	9	6	5	19.627	24
"ENSG00000272483.1"	0	0	0	0	0	0	0	0
"ENSG00000272485.1"	0	0	0	0	0	0	0	1
"ENSG00000272489.1"	0	0	0	0	0	0	0	0
"ENSG00000272491.1"	0	0	0	0	0	0	1	0
"ENSG00000272494.1"	0	0	0	0	0	0	0	0
"ENSG00000272498.1"	0	0	0	0	0	0	3	0
"ENSG00000272501.1"	30.7	25	33.619	29	36	23	32	39
"ENSG00000272502.1"	0	0	0	0	0	0	0	0
"ENSG00000272505.1"	0	0	0	0	0	0	0	0
"ENSG00000272506.1"	0	0	0	0	1	0	0	0
"ENSG00000272507.1"	0	0	0	0	0	0	0	0
"ENSG00000272508.1"	0	0	0	0	0	0	0	0
"ENSG00000272509.1"	0	0	0	0	0	0	0	0
"ENSG00000272510.1"	0	0	0	1	0	0	1	1
"ENSG00000272512.1"	130	123	101	123.003	378	171	237	331
"ENSG00000272514.6"	0	3	1	2	0	0	0	5
"ENSG00000272515.1"	0	0	1	0	0	0	0	0
"ENSG00000272516.1"	0	0	0	0	0	0	0	0
"ENSG00000272518.1"	0	0	0	1	2	0	4	4
"ENSG00000272519.1"	0	0	0	0	0	0	0	0
"ENSG00000272523.2"	19.851	7.308	19.337	17.69	23.697	11.066	29.874	28.16
"ENSG00000272525.2"	5	3	2	2	5	1	3	4
"ENSG00000272529.1"	0	0	0	1	1	0	3	0
"ENSG00000272533.1"	0	0	0	0	0	0	0	0
"ENSG00000272536.2"	0	0	0	0	0	0	0	0
"ENSG00000272537.1"	0	0	0	0	0	0	0	0
"ENSG00000272540.1"	26.957	46.67	12.798	26.218	55.457	33.896	34.737	52.743
"ENSG00000272541.1"	0	0	0	0	0	0	0	0
"ENSG00000272542.1"	0	0	0	0	0	0	0	0
"ENSG00000272543.1"	0	0	0	0	0	0	0	0
"ENSG00000272545.1"	0	0	0	0	0	0	1	0
"ENSG00000272549.1"	0	0	0	0	0	0	0	0
"ENSG00000272554.3"	0	0	0	0	0	0	0	0
"ENSG00000272555.1"	0	0	0	0	0	0	0	0
"ENSG00000272556.4"	0	0	0	0	0	0	0	0
"ENSG00000272558.1"	0	0	0	0	0	0	0	0
"ENSG00000272559.1"	0	0	0	0	0	0	0	0
"ENSG00000272562.2"	9	5.11	1.442	6.573	6	0	0	2
"ENSG00000272563.1"	0	1	1	0	1	0	0	1
"ENSG00000272564.1"	0	0	0	0	0	0	0	0
"ENSG00000272566.1"	0	0	1	0	0	1	4	0
"ENSG00000272568.6"	0	0	0	0	0	0	0	0
"ENSG00000272569.1"	0	0	0	0	0	0	0	0
"ENSG00000272572.1"	10	5	8	7	5	6	8	7
"ENSG00000272573.6"	0	0	0	0	0	0	0	0
"ENSG00000272574.1"	0	1	0	0	0	0	0	0
"ENSG00000272575.7"	0	0	0	0	0	0	0	0
"ENSG00000272576.1"	0	0	0	0	0	0	0	0
"ENSG00000272578.6"	0	0	0	0	0	0	0	0
"ENSG00000272582.1"	5	3	3	1	7	6	6	7
"ENSG00000272583.2"	81	72.631	20	22.008	78.305	36.468	32.46	39.701
"ENSG00000272588.1"	0	1	1	2	3	0	1	4
"ENSG00000272589.1"	0	6.584	7.83	0	21.814	0	0	20.824
"ENSG00000272592.1"	0	0	0	0	0	0	0	0
"ENSG00000272595.3"	0	0	0	0	0	0	0	0
"ENSG00000272597.1"	0	0	0	0	1	0	1	0
"ENSG00000272599.2"	7	6	2	6	9.009	9	15	21
"ENSG00000272600.1"	0	0	0	0	0	0	0	1.084
"ENSG00000272601.1"	1	0	0	0	0	0	0	0
"ENSG00000272602.6"	48	34	45	51.088	112	55	152	140
"ENSG00000272604.1"	1	2	2	4	9	1	7	4
"ENSG00000272606.2"	5.516	4	9.73	12.361	10	2	7.506	29.302
"ENSG00000272609.1"	0	0	0	0	0	0	0	0
"ENSG00000272610.1"	0	1	2	2	0	0	0	1
"ENSG00000272617.3"	233.66	220.86	158.719	171.233	155.355	155.219	182.743	186.7
"ENSG00000272619.1"	0	0	0	0	0	0	0	0
"ENSG00000272620.2"	48.359	43.712	166.439	181.488	134.111	82.051	242.1	325.464
"ENSG00000272622.2"	1	1	0	2	1	0	1	0
"ENSG00000272625.1"	0	0	0	0	0	2	0	1
"ENSG00000272626.1"	0	0	0	0	0	0	0	0
"ENSG00000272627.1"	0	0	0	0	0	0	0	0
"ENSG00000272630.1"	1	2	9	12	5	0	7	12
"ENSG00000272631.1"	14	10	5	8	15	12	27	18
"ENSG00000272632.1"	0	0	0	0	0	0	0	0
"ENSG00000272634.3"	0	0	0	0	0	0	0	0
"ENSG00000272636.5"	0	0	0	0	4	0	0	0
"ENSG00000272638.1"	0	7.728	0	20.38	22.51	0	23.223	26.045
"ENSG00000272639.1"	0	0	0	0	0	0	0	0
"ENSG00000272642.2"	0	0	0	0	0	0	0	0
"ENSG00000272645.6"	0	0	0	0	0	0	0	0
"ENSG00000272646.1"	0	0	0	0	0	0	2	0
"ENSG00000272647.3"	2.209	1.113	4.438	0	9.018	0	14.786	21.113
"ENSG00000272650.1"	0	0	0	0	0	0	0	0
"ENSG00000272654.2"	53.621	40.569	19.566	21.302	44.77	35.883	42.76	51.43
"ENSG00000272655.3"	0	5.236	0	0	0	0	0	0
"ENSG00000272656.1"	0	0	0	0	0	0	0	0
"ENSG00000272657.1"	1.197	0	0	1.2	0	0	1.265	2.696
"ENSG00000272660.1"	0	0	0	0	0	0	0	0
